Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
ID28807,2,0,1,0,Meal Plan 1,0,Room_Type 1,55,2018,9,18,Online,0,0,0,135.9,1,Not_Canceled
ID28808,2,0,0,2,Meal Plan 1,0,Room_Type 1,62,2018,6,2,Offline,0,0,0,140.0,0,Not_Canceled
ID28809,2,0,1,5,Meal Plan 1,0,Room_Type 4,146,2018,7,4,Online,0,0,0,116.45,0,Canceled
ID28810,2,0,0,3,Not Selected,0,Room_Type 1,51,2018,11,15,Online,0,0,0,79.2,1,Not_Canceled
ID28811,2,0,2,0,Meal Plan 1,0,Room_Type 1,4,2018,6,12,Online,0,0,0,120.5,1,Not_Canceled
ID28812,1,0,0,1,Not Selected,0,Room_Type 1,0,2018,11,18,Online,0,0,0,95.0,0,Not_Canceled
ID28813,2,0,2,3,Not Selected,0,Room_Type 1,37,2018,8,20,Online,0,0,0,125.1,3,Not_Canceled
ID28814,2,0,1,2,Meal Plan 1,0,Room_Type 1,60,2018,2,26,Online,0,0,0,83.3,1,Not_Canceled
ID28815,2,0,5,10,Meal Plan 1,0,Room_Type 1,204,2018,8,15,Online,0,0,0,93.22,2,Canceled
ID28816,2,0,1,2,Meal Plan 1,0,Room_Type 1,1,2017,10,9,Online,0,0,0,151.33,0,Not_Canceled
ID28817,2,0,1,3,Meal Plan 1,0,Room_Type 1,8,2018,2,22,Online,0,0,0,93.0,0,Not_Canceled
ID28818,2,0,0,4,Meal Plan 1,0,Room_Type 4,101,2018,6,1,Online,0,0,0,132.6,0,Canceled
ID28819,2,0,0,1,Meal Plan 1,0,Room_Type 1,56,2018,6,8,Offline,0,0,0,120.0,0,Not_Canceled
ID28820,2,0,1,2,Meal Plan 1,0,Room_Type 1,168,2018,4,22,Offline,0,0,0,85.0,0,Canceled
ID28821,1,0,2,1,Meal Plan 1,0,Room_Type 4,18,2018,2,6,Online,0,0,0,81.8,1,Not_Canceled
ID28822,2,0,1,2,Meal Plan 1,0,Room_Type 1,95,2018,5,6,Offline,0,0,0,80.75,0,Not_Canceled
ID28823,1,0,0,1,Meal Plan 1,0,Room_Type 4,1,2018,2,26,Online,0,0,0,106.0,0,Not_Canceled
ID28824,2,0,1,0,Not Selected,0,Room_Type 1,9,2018,6,13,Online,0,0,0,89.0,0,Not_Canceled
ID28825,2,1,1,2,Meal Plan 1,0,Room_Type 1,174,2018,7,25,Offline,0,0,0,130.0,1,Canceled
ID28826,2,0,0,2,Meal Plan 1,0,Room_Type 1,6,2018,12,30,Online,0,0,0,138.0,2,Not_Canceled
ID28827,2,0,2,1,Meal Plan 1,0,Room_Type 1,59,2018,5,8,Offline,0,0,0,85.5,0,Not_Canceled
ID28828,2,0,1,2,Meal Plan 1,0,Room_Type 1,233,2018,10,14,Offline,0,0,0,90.0,0,Canceled
ID28829,2,0,2,1,Meal Plan 1,0,Room_Type 1,73,2018,11,12,Online,0,0,0,93.6,1,Not_Canceled
ID28830,2,0,0,3,Meal Plan 1,0,Room_Type 1,44,2018,2,17,Offline,0,0,0,75.0,0,Not_Canceled
ID28831,1,0,0,3,Meal Plan 1,0,Room_Type 1,113,2018,5,31,Corporate,0,0,0,100.0,0,Canceled
ID28832,2,0,1,2,Meal Plan 1,0,Room_Type 1,159,2018,9,19,Offline,0,0,0,144.0,0,Canceled
ID28833,1,0,1,3,Meal Plan 1,0,Room_Type 1,3,2018,2,8,Offline,1,0,1,69.0,0,Not_Canceled
ID28834,1,0,0,2,Meal Plan 2,0,Room_Type 1,257,2017,7,1,Offline,0,0,0,80.0,0,Not_Canceled
ID28835,2,1,1,3,Meal Plan 1,0,Room_Type 4,79,2018,3,28,Offline,0,0,0,103.28,1,Not_Canceled
ID28836,2,1,1,0,Meal Plan 1,0,Room_Type 1,153,2018,8,1,Online,0,0,0,105.3,2,Canceled
ID28837,2,0,0,2,Meal Plan 1,0,Room_Type 1,79,2017,11,13,Offline,0,0,0,75.0,0,Not_Canceled
ID28838,1,0,0,4,Meal Plan 1,0,Room_Type 1,14,2018,5,18,Offline,0,0,0,62.0,0,Not_Canceled
ID28839,2,0,0,2,Meal Plan 2,0,Room_Type 1,256,2018,6,15,Offline,0,0,0,115.0,1,Canceled
ID28840,2,0,0,3,Meal Plan 1,0,Room_Type 4,108,2018,4,14,Online,0,0,0,102.3,2,Not_Canceled
ID28841,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,9,10,Corporate,0,0,0,90.0,0,Not_Canceled
ID28842,2,1,2,2,Meal Plan 1,0,Room_Type 6,156,2018,8,28,Online,0,0,0,158.95,1,Canceled
ID28843,2,0,1,2,Meal Plan 1,0,Room_Type 1,290,2018,6,17,Offline,0,0,0,72.0,0,Not_Canceled
ID28844,2,0,0,2,Not Selected,0,Room_Type 1,12,2018,9,14,Corporate,0,0,0,95.0,1,Not_Canceled
ID28845,2,0,0,2,Not Selected,0,Room_Type 1,17,2018,12,9,Online,0,0,0,95.0,0,Not_Canceled
ID28846,3,0,0,1,Not Selected,0,Room_Type 1,31,2017,12,19,Online,0,0,0,76.23,1,Not_Canceled
ID28847,2,0,0,3,Meal Plan 1,0,Room_Type 1,44,2018,2,17,Offline,0,0,0,75.0,0,Not_Canceled
ID28848,1,0,0,1,Not Selected,0,Room_Type 1,0,2018,8,30,Online,0,0,0,85.24,0,Not_Canceled
ID28849,2,0,0,1,Meal Plan 1,0,Room_Type 1,105,2018,4,6,Offline,0,0,0,75.0,0,Canceled
ID28850,2,0,0,1,Meal Plan 1,0,Room_Type 4,14,2018,9,22,Online,0,0,0,184.0,0,Not_Canceled
ID28851,1,0,1,3,Meal Plan 1,0,Room_Type 4,10,2018,9,26,Aviation,1,0,4,110.0,0,Not_Canceled
ID28852,1,0,1,0,Meal Plan 1,1,Room_Type 1,3,2018,5,2,Corporate,0,0,0,98.0,0,Not_Canceled
ID28853,2,0,2,3,Meal Plan 2,0,Room_Type 1,155,2018,9,1,Online,0,0,0,161.1,0,Canceled
ID28854,3,0,1,4,Meal Plan 1,0,Room_Type 4,138,2018,8,17,Online,0,0,0,141.3,2,Not_Canceled
ID28855,3,0,1,1,Not Selected,0,Room_Type 1,1,2017,10,10,Offline,0,0,0,135.4,2,Not_Canceled
ID28856,2,0,0,3,Meal Plan 1,0,Room_Type 1,204,2018,9,8,Online,0,0,0,126.9,1,Canceled
ID28857,2,0,0,1,Meal Plan 1,0,Room_Type 1,41,2018,12,27,Offline,0,0,0,65.0,0,Not_Canceled
ID28858,1,0,0,2,Meal Plan 1,0,Room_Type 1,47,2018,3,16,Online,0,0,0,76.5,0,Canceled
ID28859,2,0,0,3,Meal Plan 1,0,Room_Type 1,213,2018,6,7,Offline,0,0,0,130.0,0,Canceled
ID28860,2,0,2,2,Meal Plan 1,0,Room_Type 4,30,2018,4,29,Online,0,0,0,140.4,1,Not_Canceled
ID28861,2,0,1,1,Meal Plan 1,0,Room_Type 4,45,2018,11,5,Online,0,0,0,106.2,2,Not_Canceled
ID28862,3,0,1,3,Meal Plan 1,0,Room_Type 4,96,2018,9,1,Online,0,0,0,166.05,4,Not_Canceled
ID28863,2,2,1,1,Meal Plan 1,0,Room_Type 6,60,2018,5,14,Online,0,0,0,198.9,0,Canceled
ID28864,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,2017,8,6,Online,0,0,0,90.0,1,Not_Canceled
ID28865,2,0,1,3,Not Selected,0,Room_Type 1,11,2018,8,8,Online,0,0,0,139.0,2,Not_Canceled
ID28866,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,101.5,0,Canceled
ID28867,2,0,2,0,Meal Plan 1,0,Room_Type 1,150,2017,8,2,Online,0,0,0,76.5,1,Not_Canceled
ID28868,2,0,2,2,Meal Plan 1,0,Room_Type 1,27,2018,5,22,Online,0,0,0,90.84,1,Not_Canceled
ID28869,1,0,1,0,Meal Plan 1,0,Room_Type 1,14,2018,12,5,Corporate,0,0,0,67.0,0,Not_Canceled
ID28870,2,0,1,2,Meal Plan 1,0,Room_Type 4,50,2018,3,11,Online,0,0,0,87.3,1,Not_Canceled
ID28871,1,0,1,1,Meal Plan 1,0,Room_Type 1,4,2018,7,18,Corporate,0,0,0,65.0,1,Not_Canceled
ID28872,2,0,0,2,Not Selected,0,Room_Type 1,7,2018,2,12,Online,0,0,0,79.0,1,Not_Canceled
ID28873,1,0,0,2,Meal Plan 1,0,Room_Type 1,14,2017,10,15,Offline,0,0,0,100.0,0,Not_Canceled
ID28874,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100.0,0,Not_Canceled
ID28875,2,0,1,0,Meal Plan 1,0,Room_Type 1,0,2018,3,6,Online,0,0,0,103.1,0,Not_Canceled
ID28876,1,0,0,2,Meal Plan 1,0,Room_Type 1,167,2018,10,5,Offline,0,0,0,78.2,0,Canceled
ID28877,2,0,2,0,Not Selected,0,Room_Type 1,1,2017,12,27,Online,0,0,0,68.0,0,Not_Canceled
ID28878,1,0,2,3,Not Selected,0,Room_Type 1,249,2018,12,29,Online,0,0,0,53.45,1,Not_Canceled
ID28879,1,0,1,3,Meal Plan 1,0,Room_Type 1,75,2018,3,17,Offline,0,0,0,70.0,0,Canceled
ID28880,2,0,0,1,Meal Plan 1,0,Room_Type 1,163,2018,9,23,Online,0,0,0,126.9,2,Canceled
ID28881,1,0,0,3,Meal Plan 1,0,Room_Type 1,151,2018,1,19,Offline,0,0,0,80.0,0,Not_Canceled
ID28882,2,0,1,3,Not Selected,0,Room_Type 1,34,2018,3,14,Online,0,0,0,71.1,1,Not_Canceled
ID28883,2,1,0,3,Meal Plan 1,0,Room_Type 1,178,2018,7,26,Online,0,0,0,112.5,1,Canceled
ID28884,2,0,2,4,Not Selected,0,Room_Type 1,332,2018,12,23,Online,0,0,0,63.75,3,Not_Canceled
ID28885,2,0,0,1,Meal Plan 1,0,Room_Type 1,56,2018,6,8,Offline,0,0,0,120.0,0,Not_Canceled
ID28886,2,0,0,2,Meal Plan 1,0,Room_Type 1,27,2017,9,30,Offline,0,0,0,108.0,0,Not_Canceled
ID28887,2,0,0,2,Meal Plan 2,0,Room_Type 1,320,2018,8,18,Offline,0,0,0,115.0,1,Canceled
ID28888,3,0,2,3,Meal Plan 1,0,Room_Type 4,19,2018,2,19,Online,0,0,0,130.0,3,Not_Canceled
ID28889,2,0,2,3,Meal Plan 1,0,Room_Type 4,16,2018,4,8,Online,0,0,0,89.22,0,Not_Canceled
ID28890,2,0,2,3,Meal Plan 1,0,Room_Type 1,167,2018,8,4,Offline,0,0,0,72.25,1,Not_Canceled
ID28891,2,0,0,2,Meal Plan 1,0,Room_Type 1,165,2018,10,20,Online,0,0,0,118.8,2,Canceled
ID28892,2,0,0,1,Not Selected,0,Room_Type 1,4,2018,1,15,Online,1,11,5,77.0,1,Not_Canceled
ID28893,1,0,2,4,Meal Plan 1,0,Room_Type 1,69,2018,6,12,Offline,0,0,0,120.0,0,Canceled
ID28894,2,0,0,4,Meal Plan 1,0,Room_Type 1,270,2018,4,20,Offline,0,0,0,62.8,0,Canceled
ID28895,2,0,2,1,Meal Plan 2,0,Room_Type 1,117,2017,8,1,Offline,0,0,0,94.5,0,Canceled
ID28896,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2017,7,30,Complementary,0,0,0,0.0,1,Not_Canceled
ID28897,1,0,1,3,Meal Plan 1,0,Room_Type 1,12,2017,9,14,Corporate,0,0,0,65.0,0,Canceled
ID28898,2,0,1,2,Meal Plan 1,0,Room_Type 1,302,2018,9,16,Offline,0,0,0,100.0,0,Canceled
ID28899,2,0,1,5,Meal Plan 1,0,Room_Type 1,37,2018,2,15,Online,0,0,0,79.8,1,Not_Canceled
ID28900,2,0,1,2,Meal Plan 1,0,Room_Type 1,79,2018,4,15,Online,0,0,0,96.3,3,Not_Canceled
ID28901,2,0,2,3,Meal Plan 1,0,Room_Type 1,6,2018,6,26,Online,0,0,0,103.64,0,Canceled
ID28902,2,0,0,3,Meal Plan 1,1,Room_Type 1,18,2017,8,26,Online,0,0,0,93.0,0,Not_Canceled
ID28903,2,0,1,2,Meal Plan 1,0,Room_Type 1,193,2018,6,20,Offline,0,0,0,120.0,0,Canceled
ID28904,2,0,1,2,Meal Plan 1,0,Room_Type 4,61,2018,4,22,Online,0,0,0,118.8,0,Canceled
ID28905,1,2,3,7,Meal Plan 1,0,Room_Type 1,65,2018,6,10,Online,0,0,0,162.45,0,Canceled
ID28906,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,6,14,Corporate,1,1,2,95.0,0,Not_Canceled
ID28907,3,0,1,4,Meal Plan 1,0,Room_Type 4,108,2018,7,6,Online,0,0,0,138.55,2,Not_Canceled
ID28908,2,0,2,2,Meal Plan 1,0,Room_Type 1,65,2018,8,26,Offline,0,0,0,134.0,0,Not_Canceled
ID28909,2,0,1,1,Meal Plan 1,1,Room_Type 1,132,2018,6,11,Online,0,0,0,135.9,3,Not_Canceled
ID28910,2,0,1,3,Meal Plan 1,0,Room_Type 1,42,2018,4,21,Online,0,0,0,103.84,0,Not_Canceled
ID28911,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,10,7,Complementary,1,1,3,6.0,0,Not_Canceled
ID28912,2,0,1,3,Meal Plan 1,0,Room_Type 1,75,2018,3,17,Offline,0,0,0,80.0,0,Canceled
ID28913,2,0,0,3,Meal Plan 1,0,Room_Type 1,7,2018,5,5,Offline,0,0,0,144.0,1,Not_Canceled
ID28914,2,0,2,2,Not Selected,0,Room_Type 1,110,2018,4,30,Online,0,0,0,89.25,0,Canceled
ID28915,2,0,2,2,Meal Plan 1,0,Room_Type 4,1,2018,1,29,Online,1,11,20,106.0,1,Not_Canceled
ID28916,2,0,2,2,Meal Plan 1,0,Room_Type 1,35,2018,9,25,Online,0,0,0,121.28,1,Not_Canceled
ID28917,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,5,20,Corporate,0,0,0,95.0,0,Not_Canceled
ID28918,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100.0,0,Not_Canceled
ID28919,2,0,0,2,Meal Plan 1,0,Room_Type 4,19,2018,9,29,Online,0,0,0,174.0,2,Not_Canceled
ID28920,2,0,2,1,Meal Plan 1,0,Room_Type 4,44,2018,9,10,Online,0,0,0,149.4,2,Not_Canceled
ID28921,2,0,2,1,Meal Plan 1,0,Room_Type 1,138,2018,4,23,Offline,0,0,0,71.0,0,Not_Canceled
ID28922,2,2,1,1,Meal Plan 1,0,Room_Type 6,26,2018,2,8,Online,0,0,0,171.0,0,Canceled
ID28923,1,0,0,1,Meal Plan 1,0,Room_Type 1,15,2018,2,19,Corporate,0,0,0,81.0,0,Not_Canceled
ID28924,2,0,0,2,Meal Plan 1,0,Room_Type 1,8,2017,9,4,Online,0,0,0,124.0,2,Not_Canceled
ID28925,2,0,1,3,Meal Plan 1,0,Room_Type 1,31,2018,10,27,Offline,0,0,0,85.0,0,Not_Canceled
ID28926,2,0,0,2,Meal Plan 1,0,Room_Type 1,80,2018,11,25,Online,0,0,0,93.6,0,Canceled
ID28927,2,0,2,2,Meal Plan 1,0,Room_Type 1,35,2018,12,2,Online,0,0,0,88.4,1,Not_Canceled
ID28928,2,0,2,2,Meal Plan 1,0,Room_Type 4,63,2018,4,8,Online,0,0,0,112.2,0,Canceled
ID28929,2,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,3,18,Corporate,0,0,0,107.0,0,Not_Canceled
ID28930,2,0,2,3,Meal Plan 1,0,Room_Type 4,96,2018,4,9,Online,0,0,0,94.35,1,Not_Canceled
ID28931,2,1,0,1,Meal Plan 1,0,Room_Type 1,102,2018,7,9,Online,0,0,0,130.5,2,Not_Canceled
ID28932,3,0,1,2,Meal Plan 1,0,Room_Type 4,70,2018,5,9,Offline,0,0,0,115.6,0,Not_Canceled
ID28933,2,0,1,2,Meal Plan 2,0,Room_Type 1,162,2017,9,4,Offline,0,0,0,85.17,1,Not_Canceled
ID28934,1,0,2,1,Meal Plan 1,0,Room_Type 1,221,2017,10,17,Offline,0,0,0,60.0,0,Not_Canceled
ID28935,2,0,1,2,Not Selected,0,Room_Type 1,87,2018,2,12,Online,0,0,0,78.5,1,Not_Canceled
ID28936,3,0,2,4,Meal Plan 1,0,Room_Type 4,31,2018,6,26,Online,0,0,0,112.14,3,Not_Canceled
ID28937,2,0,0,3,Not Selected,0,Room_Type 1,43,2018,3,10,Online,0,0,0,73.1,1,Not_Canceled
ID28938,1,0,0,1,Meal Plan 1,0,Room_Type 4,20,2018,5,26,Aviation,0,0,0,110.0,0,Canceled
ID28939,2,0,0,4,Not Selected,0,Room_Type 1,167,2018,6,28,Online,0,0,0,80.75,0,Canceled
ID28940,2,0,0,1,Not Selected,0,Room_Type 1,8,2018,12,17,Online,0,0,0,78.0,1,Not_Canceled
ID28941,2,0,0,2,Meal Plan 1,0,Room_Type 1,3,2018,4,27,Online,0,0,0,131.0,1,Not_Canceled
ID28942,2,0,1,2,Meal Plan 1,0,Room_Type 1,107,2017,8,21,Online,0,0,0,76.5,1,Canceled
ID28943,2,0,0,1,Meal Plan 1,0,Room_Type 1,14,2018,9,15,Online,0,0,0,135.2,0,Not_Canceled
ID28944,2,0,0,3,Meal Plan 1,0,Room_Type 4,48,2018,6,8,Online,0,0,0,98.87,2,Not_Canceled
ID28945,2,0,0,2,Not Selected,0,Room_Type 1,10,2018,6,29,Online,0,0,0,129.0,0,Canceled
ID28946,3,0,2,3,Meal Plan 1,0,Room_Type 1,113,2018,6,16,Online,0,0,0,115.85,2,Not_Canceled
ID28947,1,0,0,2,Meal Plan 1,0,Room_Type 1,32,2017,11,20,Offline,0,0,0,73.0,0,Not_Canceled
ID28948,1,0,1,0,Meal Plan 1,0,Room_Type 1,26,2018,7,11,Corporate,1,1,1,65.0,0,Not_Canceled
ID28949,2,0,2,3,Meal Plan 1,0,Room_Type 4,83,2018,10,23,Online,0,0,0,115.56,0,Canceled
ID28950,2,0,3,7,Meal Plan 1,1,Room_Type 1,109,2018,5,23,Online,0,0,0,138.54,0,Not_Canceled
ID28951,2,0,2,3,Meal Plan 1,0,Room_Type 1,106,2018,4,17,Online,0,0,0,82.45,0,Not_Canceled
ID28952,1,0,0,3,Meal Plan 1,1,Room_Type 1,1,2018,12,20,Corporate,1,0,8,67.0,1,Not_Canceled
ID28953,3,0,2,7,Meal Plan 1,0,Room_Type 4,123,2018,7,22,Online,0,0,0,137.94,2,Canceled
ID28954,2,0,1,4,Meal Plan 1,0,Room_Type 1,142,2018,7,13,Offline,0,0,0,72.25,2,Not_Canceled
ID28955,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100.0,0,Canceled
ID28956,2,0,2,3,Not Selected,0,Room_Type 1,55,2018,10,23,Offline,0,0,0,72.25,0,Not_Canceled
ID28957,2,0,0,2,Not Selected,0,Room_Type 1,23,2018,10,20,Online,0,0,0,119.0,1,Canceled
ID28958,1,0,1,5,Meal Plan 1,0,Room_Type 1,349,2018,10,4,Offline,0,0,0,80.0,0,Canceled
ID28959,2,0,0,1,Meal Plan 1,0,Room_Type 1,3,2018,3,11,Online,0,0,0,109.0,1,Not_Canceled
ID28960,2,0,1,1,Meal Plan 1,0,Room_Type 1,61,2018,4,30,Offline,0,0,0,89.75,1,Not_Canceled
ID28961,2,0,1,2,Meal Plan 1,0,Room_Type 1,203,2018,8,26,Offline,0,0,0,72.25,0,Not_Canceled
ID28962,1,0,1,2,Meal Plan 1,0,Room_Type 1,237,2017,9,14,Online,0,0,0,80.75,0,Canceled
ID28963,2,0,1,2,Meal Plan 1,0,Room_Type 1,121,2018,6,24,Offline,0,0,0,90.0,0,Canceled
ID28964,2,0,0,2,Meal Plan 1,0,Room_Type 1,30,2018,6,2,Offline,0,0,0,85.5,0,Not_Canceled
ID28965,2,2,1,0,Meal Plan 1,0,Room_Type 6,5,2018,11,28,Online,0,0,0,174.0,0,Not_Canceled
ID28966,1,0,1,2,Meal Plan 1,0,Room_Type 5,227,2018,10,10,Corporate,0,0,0,106.0,0,Canceled
ID28967,2,0,2,5,Meal Plan 1,0,Room_Type 1,167,2018,9,29,Online,0,0,0,114.04,1,Canceled
ID28968,2,0,2,3,Meal Plan 1,0,Room_Type 1,87,2018,5,8,Offline,0,0,0,75.0,0,Not_Canceled
ID28969,2,0,2,4,Meal Plan 1,0,Room_Type 1,123,2017,8,9,Offline,0,0,0,63.75,1,Not_Canceled
ID28970,1,0,0,1,Not Selected,0,Room_Type 1,1,2018,12,27,Online,0,0,0,65.6,0,Not_Canceled
ID28971,2,0,0,1,Meal Plan 1,0,Room_Type 1,4,2018,5,28,Online,0,0,0,161.0,1,Not_Canceled
ID28972,2,0,0,2,Meal Plan 2,0,Room_Type 1,346,2018,9,13,Offline,0,0,0,115.0,1,Canceled
ID28973,1,0,0,1,Meal Plan 1,0,Room_Type 1,4,2018,1,15,Online,1,11,5,73.9,1,Not_Canceled
ID28974,3,0,1,2,Meal Plan 1,0,Room_Type 4,16,2018,3,4,Online,0,0,0,89.44,1,Not_Canceled
ID28975,2,0,1,3,Meal Plan 1,0,Room_Type 1,210,2017,10,8,Offline,0,0,0,72.75,0,Not_Canceled
ID28976,1,0,0,2,Meal Plan 1,0,Room_Type 1,181,2018,10,11,Offline,0,0,0,120.0,0,Canceled
ID28977,2,0,2,1,Meal Plan 1,0,Room_Type 1,90,2018,4,9,Online,0,0,0,90.3,1,Not_Canceled
ID28978,2,0,1,3,Meal Plan 1,0,Room_Type 1,40,2017,10,5,Online,0,0,0,94.5,1,Not_Canceled
ID28979,2,0,1,2,Meal Plan 1,0,Room_Type 1,112,2018,7,18,Online,0,0,0,105.3,0,Canceled
ID28980,1,0,0,2,Meal Plan 1,0,Room_Type 1,103,2018,4,19,Offline,0,0,0,115.0,0,Canceled
ID28981,2,1,2,2,Meal Plan 1,0,Room_Type 4,168,2018,8,20,Online,0,0,0,99.87,1,Not_Canceled
ID28982,2,0,0,4,Not Selected,0,Room_Type 1,15,2018,11,1,Online,0,0,0,85.0,2,Not_Canceled
ID28983,1,0,1,2,Meal Plan 1,0,Room_Type 1,114,2018,7,1,Offline,0,0,0,75.0,0,Canceled
ID28984,2,0,0,2,Meal Plan 2,0,Room_Type 1,377,2018,10,14,Offline,0,0,0,115.0,1,Canceled
ID28985,2,0,2,2,Meal Plan 1,0,Room_Type 1,204,2017,10,2,Online,0,0,0,98.44,1,Not_Canceled
ID28986,2,0,1,2,Meal Plan 1,0,Room_Type 1,106,2018,10,7,Online,0,0,0,118.8,1,Canceled
ID28987,2,0,2,1,Not Selected,0,Room_Type 1,102,2018,10,2,Online,0,0,0,108.0,0,Canceled
ID28988,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,2018,5,9,Online,0,0,0,106.0,0,Not_Canceled
ID28989,2,0,0,3,Meal Plan 1,0,Room_Type 1,97,2018,11,16,Online,0,0,0,90.0,1,Canceled
ID28990,2,0,0,1,Meal Plan 1,0,Room_Type 1,56,2018,6,8,Offline,0,0,0,120.0,0,Not_Canceled
ID28991,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,2018,2,15,Corporate,1,0,6,79.0,0,Not_Canceled
ID28992,2,0,2,0,Meal Plan 2,0,Room_Type 1,275,2018,4,17,Offline,0,0,0,110.0,0,Canceled
ID28993,2,0,1,1,Meal Plan 2,0,Room_Type 1,301,2018,7,30,Offline,0,0,0,115.0,1,Canceled
ID28994,2,0,1,3,Meal Plan 1,0,Room_Type 1,48,2018,3,7,Online,0,0,0,73.95,1,Canceled
ID28995,2,0,0,2,Meal Plan 1,0,Room_Type 4,33,2018,3,24,Online,0,0,0,140.4,0,Canceled
ID28996,3,0,2,1,Meal Plan 1,1,Room_Type 4,240,2018,12,31,Online,0,0,0,253.1,2,Canceled
ID28997,1,0,0,2,Meal Plan 1,0,Room_Type 1,7,2017,9,16,Offline,0,0,0,113.6,0,Not_Canceled
ID28998,2,0,0,4,Not Selected,0,Room_Type 1,54,2018,3,1,Online,0,0,0,47.43,0,Canceled
ID28999,2,0,1,5,Meal Plan 1,0,Room_Type 1,41,2018,12,27,Offline,0,0,0,70.0,0,Not_Canceled
ID29000,2,0,2,2,Meal Plan 1,0,Room_Type 1,16,2018,5,8,Offline,0,0,0,80.75,0,Not_Canceled
ID29001,1,0,0,1,Meal Plan 1,0,Room_Type 1,4,2018,2,19,Corporate,0,0,0,81.0,0,Not_Canceled
ID29002,1,0,0,1,Meal Plan 1,0,Room_Type 4,1,2018,1,21,Corporate,1,0,3,41.0,1,Not_Canceled
ID29003,2,0,2,0,Not Selected,0,Room_Type 1,53,2018,7,10,Online,0,0,0,103.5,0,Canceled
ID29004,2,0,1,5,Meal Plan 1,0,Room_Type 1,40,2017,10,19,Online,0,0,0,104.85,1,Not_Canceled
ID29005,1,0,1,3,Meal Plan 2,0,Room_Type 1,210,2017,10,8,Online,0,0,0,0.0,0,Not_Canceled
ID29006,2,0,2,5,Meal Plan 1,0,Room_Type 1,123,2018,4,30,Online,0,0,0,70.73,0,Not_Canceled
ID29007,2,0,2,3,Meal Plan 1,0,Room_Type 1,18,2018,11,11,Online,0,0,0,93.84,1,Not_Canceled
ID29008,1,0,0,2,Not Selected,0,Room_Type 1,22,2018,9,15,Online,0,0,0,139.0,2,Not_Canceled
ID29009,2,0,1,0,Not Selected,0,Room_Type 1,33,2018,6,27,Online,0,0,0,89.1,1,Not_Canceled
ID29010,1,0,0,1,Not Selected,0,Room_Type 1,21,2018,11,10,Online,0,0,0,123.2,1,Not_Canceled
ID29011,2,0,0,2,Meal Plan 1,1,Room_Type 1,145,2018,6,28,Online,0,0,0,105.3,1,Not_Canceled
ID29012,2,0,0,5,Meal Plan 1,0,Room_Type 1,116,2018,1,26,Offline,0,0,0,70.0,0,Not_Canceled
ID29013,2,1,2,1,Meal Plan 1,0,Room_Type 1,57,2017,10,10,Online,0,0,0,94.5,2,Not_Canceled
ID29014,2,0,2,1,Meal Plan 2,0,Room_Type 1,124,2017,8,8,Offline,0,0,0,94.5,0,Canceled
ID29015,2,0,1,2,Meal Plan 1,0,Room_Type 1,305,2018,11,4,Offline,0,0,0,89.0,0,Canceled
ID29016,2,0,0,2,Meal Plan 1,0,Room_Type 1,245,2018,6,17,Offline,0,0,0,75.0,0,Canceled
ID29017,2,0,1,1,Meal Plan 1,0,Room_Type 4,42,2018,4,23,Online,0,0,0,118.8,1,Not_Canceled
ID29018,2,0,2,2,Meal Plan 1,0,Room_Type 1,134,2017,12,4,Offline,0,0,0,65.0,0,Not_Canceled
ID29019,2,0,0,5,Meal Plan 1,1,Room_Type 4,50,2018,5,31,Online,0,0,0,149.4,1,Not_Canceled
ID29020,2,0,1,3,Not Selected,0,Room_Type 1,45,2018,8,29,Online,0,0,0,101.03,0,Not_Canceled
ID29021,2,0,0,2,Not Selected,0,Room_Type 1,165,2018,7,8,Online,0,0,0,94.5,0,Canceled
ID29022,2,0,1,5,Meal Plan 1,0,Room_Type 1,132,2018,7,19,Offline,0,0,0,72.25,0,Not_Canceled
ID29023,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,6,14,Offline,0,0,0,120.0,0,Not_Canceled
ID29024,2,0,1,2,Meal Plan 1,0,Room_Type 1,159,2018,9,19,Offline,0,0,0,144.0,0,Canceled
ID29025,1,0,2,3,Meal Plan 1,0,Room_Type 1,6,2017,8,14,Online,0,0,0,83.2,1,Not_Canceled
